name;master;sign;tel_punto_vendita;indirizzo;ac;ea;ea7;aj;aju;casa;ga;fiori;dolci;occhiali;orologi_gioielli;cosmetics;libri;tipo_store_macro;tipo_store;nazione_iso_3166;localita;tipo_rapporto;data_apertura;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA FUKUOKA;390703;ARMANI COLLEZIONI DONNA;81935223111;1-1 FUNABA-CHO KOKURA KITA-KU KITAKYUSYU-SHI;0;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;JAPAN;FUKUOKA;RETAILER;20060901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA NAGOYA;390808;ARMANI COLLEZIONI DONNA;0081-52-264-2428;3F MATSUZAKAYA NAGOYA HONKAN, 3-16-1 SAKAE, NAKA-KU, NAGOYA-SHI, AICHI;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;JAPAN;NAGOYA;RETAILER;20040902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA NAOGYA;390905;ARMANI COLLEZIONI DONNA;0081-52-585-2602;6F MEITETSU HONKAN, 1-2-1 MEIEKI, NAKAMURA-KU, NAGOYA-SHI, AICHI;1;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;JAPAN;NAOGYA;RETAILER;20070322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA TOKYO;403002;ARMANI COLLEZIONI DONNA;0081-3-5949-2213;4F SEIBU IKEBUKURO, 1-28-1 MINAMI-IKEBUKURO, TOSHIMA-KU;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;JAPAN;TOKYO;RETAILER;20020911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA HONG KONG;423501;ARMANI COLLEZIONI DONNA;00852-21183388;3F, IFC 2 SHOPPING CENTRE,CENTRAL;1;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;HONG KONG;HONG KONG;RETAILER;20010921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA HONG KONG;423503;ARMANI COLLEZIONI DONNA;00852-21183428;1/F, 3 CANTON ROAD, TSIMSHATSUI - KOWLOON;1;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;HONG KONG;HONG KONG;RETAILER;20030201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA HONG KONG;423508;ARMANI COLLEZIONI DONNA;00852-21183388;2F, RBS TOWER, TIME SQUARE, 1 MATHESON STREETCAUSEWAY BAY;1;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;HONG KONG;HONG KONG;RETAILER;20041026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA SAPPORO;456201;ARMANI COLLEZIONI DONNA;0081-11-828-1404;5F DAIMARU SAPPORO, 4-7 KITAGOJONISHI, CHUO-KU, SAPPORO-SHI,HOKKAIDO;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;JAPAN;SAPPORO;RETAILER;20030306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA ALTE CECCATO - MONTECCHIO MAGG;474214;ARMANI COLLEZIONI DONNA;0444-491777;VIALE TRIESTE 45;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;ITALY;ALTE CECCATO - MONTECCHIO MAGG;RETAILER;20070201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA TOKYO;538106;ARMANI COLLEZIONI DONNA;0081-3-3274-1605;3F NIHOMBASHI MITSUKOSHI SHINKAN, 1-4-1 NIHOMBASHI MUROMACHI, CHUO-KU;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;JAPAN;TOKYO;RETAILER;20041011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA SAITAMA;540603;ARMANI COLLEZIONI DONNA;0081-48-825-7398;4F ISETAN URAWA, 1-15-1 TAKASAGO, URAWA-KU, SAITAMA-SHI;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;JAPAN;SAITAMA;RETAILER;20060301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA KAGOSHIMA;542702;ARMANI COLLEZIONI DONNA;0081-99-227-6872;3F YAMAKATAYA ICHIGO-KAN, 3-1 KINSEI-CHO, KAGOSHIMA-SHI;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;JAPAN;KAGOSHIMA;RETAILER;20060901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA FUKUOKA;545802;ARMANI COLLEZIONI DONNA;0081-92-726-7941;6F FUKUOKA MITSUKOSHI, 2-1-1 TENJIN, CHUO-KU, FUKUOKA-SHI;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;JAPAN;FUKUOKA;RETAILER;20040903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA AUSTIN;585102;ARMANI COLLEZIONI DONNA;512.231.3700;9722 GREAT HILLS TRAIL;0;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;AUSTIN;RETAILER;20050602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA BEVERLY HILLS;585103;ARMANI COLLEZIONI DONNA;310.275.4211;9600 WILSHIRE BLVD;1;1;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;BEVERLY HILLS;RETAILER;20031101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA ATLANTA;585129;ARMANI COLLEZIONI DONNA;404.261.7234;3440 PEACHTREE ROAD;1;1;1;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;ATLANTA;RETAILER;20050915;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA BALA CYNWYD;585131;ARMANI COLLEZIONI DONNA;610.667.1550;2 BALA PLAZA;1;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;BALA CYNWYD;RETAILER;20060826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA LOS ANGELES;5851A3;ARMANI COLLEZIONI DONNA;;SAKS FIFTH AVE - 2F, 9600 WILSHIRE BLVD, BEVERLY HILLS;0;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;LOS ANGELES;RETAILER;20031101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA GARDEN CITY;5851B3;ARMANI COLLEZIONI DONNA;;2F, 1300 FRANKLIN AVENUE;0;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;GARDEN CITY;RETAILER;20050919;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA HOUSTON;5851C2;ARMANI COLLEZIONI DONNA;;SAKS FIFTH AVE - 2F, 5115 WESTHEIMER;0;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;HOUSTON;RETAILER;19970901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA LAS VEGAS;5851C9;ARMANI COLLEZIONI DONNA;;FASHION SHOW MALL - 2F, 3200 LAS VEGAS BOLEVARD SOUTH;0;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;LAS VEGAS;RETAILER;20021027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA DALLAS;5851D1;ARMANI COLLEZIONI DONNA;;DALLAS GALLERIA - 2F, 13550 DALLAS PARKWAY;0;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;DALLAS;RETAILER;19990901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA SAN ANTONIO;5851D4;ARMANI COLLEZIONI DONNA;;NORTH STAR MALL - 2F, 7400 SAN PEDRO AVENUE;0;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;SAN ANTONIO;RETAILER;20050829;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA BIRMINGHAM;5851E7;ARMANI COLLEZIONI DONNA;;SAKS FIFTH AVE - 1F, 129 SUMMIT BOULEVARD;0;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;BIRMINGHAM;RETAILER;20010901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA COLUMBUS;5851E9;ARMANI COLLEZIONI DONNA;;SAKS FIFTH AVE - 1F, 1350 POLARIS PARKWAY;0;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;COLUMBUS;RETAILER;20011001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA CHEVY CHASE;5851IP;ARMANI COLLEZIONI DONNA;301.657.9000;5555 WISCONSIN AVENUE;0;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;CHEVY CHASE;RETAILER;20060412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA BOSTON;5851IR;ARMANI COLLEZIONI DONNA;617.262.8500;PRUDENTIAL CENTER;0;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;BOSTON;RETAILER;20070718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA BOCA RATON;5851IS;ARMANI COLLEZIONI DONNA;561 3939100;5820 GLADES ROAD;0;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;BOCA RATON;RETAILER;20060201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA BEACHWOOD;5851IV;ARMANI COLLEZIONI DONNA;216.292.5500;26100 CEDAR ROAD;0;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;BEACHWOOD;RETAILER;20070823;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA BAL HARBOUR;5851IX;ARMANI COLLEZIONI DONNA;305.865.1100;9700 COLLINS AVENUE;0;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;BAL HARBOUR;RETAILER;20070718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA BOCA RATON;5851W9;ARMANI COLLEZIONI DONNA;;TOWN CENTER MALL - 1F, 5800 GLADES ROAD;0;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;BOCA RATON;RETAILER;20060201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA FORT WORTH;585203;ARMANI COLLEZIONI DONNA;817.738.3581;2100 GREEN OAKS ROAD;1;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;FORT WORTH;RETAILER;20060412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA BAL HARBOUR;585205;ARMANI COLLEZIONI DONNA;305.865.6161;9700 COLLINS AVENUE;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;BAL HARBOUR;RETAILER;20080509;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA SAINT LOUIS;585207;ARMANI COLLEZIONI DONNA;314.567.9811;100 PLAZA FRONTENAC;1;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;SAINT LOUIS;RETAILER;20050924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA NORTHBROOK;585209;ARMANI COLLEZIONI DONNA;847.564.0300;5000 NORTHBROOK COURT;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;NORTHBROOK;RETAILER;20060217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA BEVERLY HILLS;585210;ARMANI COLLEZIONI DONNA;310.550.5900;9700 WILSHIRE BLVD.;1;0;0;0;1;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;BEVERLY HILLS;RETAILER;20071026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA OAK BROOK;585217;ARMANI COLLEZIONI DONNA;630.572.1500;6 OAKBROOK CENTER;1;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;OAK BROOK;RETAILER;20051101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA FORT LAUDERDALE;585218;ARMANI COLLEZIONI DONNA;954 3964500;2442 EAST SUNRISE BLVD.;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;FORT LAUDERDALE;RETAILER;20060420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA BOSTON;585220;ARMANI COLLEZIONI DONNA;617.536.3660;5 COPLEY PLACE;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;BOSTON;RETAILER;19990901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA PALO ALTO;585224;ARMANI COLLEZIONI DONNA;650.329.3300;400 STANFORD SHOPPING CENTER;1;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;PALO ALTO;RETAILER;20020925;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA MINNEAPOLIS;585226;ARMANI COLLEZIONI DONNA;612.339.2600;505 NICOLLET MALL ON 5TH ST;0;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;MINNEAPOLIS;RETAILER;20060817;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA DENVER;585227;ARMANI COLLEZIONI DONNA;303.329.2600;CHERRY CREEK MALL -  3030 EAST FIRST AVENUE;1;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;DENVER;RETAILER;20070316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA HONOLULU;585231;ARMANI COLLEZIONI DONNA;808 9513400;1450 ALA MOANA BLVD.;1;0;0;0;1;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;HONOLULU;RETAILER;20060217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA PALM BEACH;585232;ARMANI COLLEZIONI DONNA;561.805.6150;151 WORTH AVENUE;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;PALM BEACH;RETAILER;20051121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA ORLANDO;585236;ARMANI COLLEZIONI DONNA;407 2645900;THE MALL AT MLLENIA 4170 CONROY ROAD;1;0;0;0;0;0;1;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;ORLANDO;RETAILER;20021016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA SAINT LOUIS;585256;ARMANI COLLEZIONI DONNA;314.567.9811;2F, 100 PLAZA FRONTENAC;0;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;SAINT LOUIS;RETAILER;20050924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA NEWPORT BEACH;585259;ARMANI COLLEZIONI DONNA;;2F, 601 NEWPORT CENTER DRIVE - FASHION ISLAND;0;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;NEWPORT BEACH;RETAILER;20050415;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI COLLEZIONI DONNA PLANO;585261;ARMANI COLLEZIONI DONNA;972.639.1700;2F, WILLOW BEND, 2201 DALLAS PARKWAY;0;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED STATES;PLANO;RETAILER;20010801;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
